geocodenum,hsppl2000,parproper2000,parnonproper2000,aptpro2000,hspro2000,hsgeo2000,hi_ses_hs2000,low_ses_hs2000,hi_ses_sigungu2000,low_ses_sigungu2000,d_par_hs2000,d_par_sido2000,x_par_hs_low2000,x_par_sido_low2000,hsppl2005,parproper2005,parnonproper2005,aptpro2005,hspro2005,hsgeo2005,hi_ses_hs2005,low_ses_hs2005,hi_ses_sigungu2005,low_ses_sigungu2005,d_par_hs2005,d_par_sido2005,x_par_hs_low2005,x_par_sido_low2005,hsppl2010,parproper2010,parnonproper2010,aptpro2010,hspro2010,hsgeo2010,hi_ses_hs2010,low_ses_hs2010,hi_ses_sigungu2010,low_ses_sigungu2010,d_par_hs2010,d_par_sido2010,x_par_hs_low2010,x_par_sido_low2010,hsppl2015,parproper2015,parnonproper2015,aptpro2015,hspro2015,hsgeo2015,hi_ses_hs2015,low_ses_hs2015,hi_ses_sigungu2015,low_ses_sigungu2015,d_par_hs2015,d_par_sido2015,x_par_hs_low2015,x_par_sido_low2015,hsppl2020,parproper2020,parnonproper2020,aptpro2020,hspro2020,hsgeo2020,hi_ses_hs2020,low_ses_hs2020,hi_ses_sigungu2020,low_ses_sigungu2020,d_par_hs2020,d_par_sido2020,x_par_hs_low2020,x_par_sido_low2020,geo2
37060,198,3.5353534,66.666664,29.292929,70.707069,370601,3,106,7,132,.37445888,.19712579,.048364379,.076745719,170,17.647058,52.35294,43.529411,56.470589,370601,8,61,30,89,.41872659,.1848518,.21789286,.18531224,159,7.5471697,55.974842,49.056602,50.943398,370601,4,55,12,89,.28464419,.15297081,.11466297,.13402171,175,11.428572,33.714287,62.285713,37.714287,370601,2,35,20,59,.49322033,.15244661,.20640011,.21928908,160,6.25,25.625,68.75,31.25,370602,10,22,10,41,.46341464,.17879358,.16768293,.30555898,경상북도 영주시
37070,168,2.9761906,68.452377,44.642857,55.357143,370702,4,45,5,115,.40869564,.19712579,.040516391,.076745719,143,7.6923075,64.335663,48.251747,51.748253,370701,6,53,11,92,.03063241,.1848518,.10675705,.18531224,120,5,50.833332,55.833332,44.166668,370701,0,36,6,61,.59016395,.15297081,.079323113,.13402171,97,7.216495,48.453609,58.762886,41.237114,370702,4,22,7,47,.10334346,.15244661,.12900397,.21928908,97,12.371134,36.082474,73.195877,26.804123,370702,12,21,12,35,.40000001,.17879358,.21818182,.30555898,경상북도 영천시
37080,176,4.5454545,68.75,28.40909,71.590912,370801,0,103,8,121,.85123968,.19712579,.045772411,.076745719,144,9.7222223,61.111111,32.638889,67.361115,370801,7,69,14,88,.28409091,.1848518,.13034827,.18531224,127,9.4488192,52.755905,38.582676,61.417324,370801,3,49,12,67,.48134327,.15297081,.13174511,.13402171,129,13.178294,41.860466,49.612404,50.387596,370801,6,37,17,54,.33224401,.15244661,.21928449,.21928908,145,17.931034,32.413792,51.724136,48.275864,370801,11,28,26,47,.17266776,.17879358,.34637848,.30555898,경상북도 상주시
37090,142,2.8169014,67.605637,25.352112,74.647888,370901,1,75,4,96,.53125,.19712579,.037623357,.076745719,130,6.9230771,54.615383,27.692308,72.307693,370901,3,60,9,71,.51173711,.1848518,.094922476,.18531224,133,9.774436,45.112782,47.36842,52.63158,370901,4,39,13,60,.34230769,.15297081,.16546512,.13402171,94,14.893617,30.851065,43.61702,56.38298,370902,11,5,14,29,.6133005,.15244661,.21048851,.21928908,115,13.913043,29.565218,53.913044,46.086956,370902,14,10,16,34,.58088237,.17879358,.22586727,.30555898,경상북도 문경시
37100,373,7.5067024,57.104557,57.908848,42.091152,371001,4,110,28,213,.37357479,.19712579,.10950336,.076745719,358,12.011173,44.134079,65.921791,34.078213,371001,5,75,43,158,.35840449,.1848518,.19464314,.18531224,276,7.6086955,46.376812,71.376808,28.623188,371002,17,75,21,128,.22358631,.15297081,.13732807,.13402171,299,14.381271,32.775921,78.929764,21.070234,371002,37,68,43,98,.16658756,.15244661,.29552963,.21928908,265,13.962264,25.660378,80.754715,19.245283,371001,3,22,37,68,.24244833,.17879358,.32632354,.30555898,경상북도 경산시
37310,59,0,74.576271,0,100,373101,0,44,0,44,0,.19712579,0,.076745719,24,0,75,0,100,373101,0,18,0,18,0,.1848518,0,.18531224,29,0,48.275864,10.344828,89.655174,373101,0,14,0,14,0,.15297081,0,.13402171,28,10.714286,60.714287,14.285714,85.714287,373101,2,15,3,17,.21568628,.15244661,.14302191,.21928908,23,17.391304,39.130436,34.782608,65.217392,373101,1,7,4,9,.52777779,.17879358,.23055555,.30555898,경상북도 군위군
37320,82,2.4390244,81.707314,7.3170733,92.68293,373201,1,64,2,67,.45522389,.19712579,.025889782,.076745719,79,8.8607597,62.025318,10.126582,89.873421,373201,6,47,7,49,.10204082,.1848518,.12219227,.18531224,50,0,72,18,82,373201,0,32,0,36,0,.15297081,0,.13402171,44,6.818182,56.81818,18.181818,81.818184,373201,1,24,3,25,.62666667,.15244661,.065066665,.21928908,47,6.3829789,40.425533,34.042553,65.957443,373201,0,15,3,19,.78947371,.17879358,.090225562,.30555898,경상북도 의성군
37330,62,3.2258065,69.354836,12.903226,87.096771,373301,1,39,2,43,.40697673,.19712579,.04127907,.076745719,46,6.521739,71.739128,21.73913,78.260872,373301,2,28,3,33,.18181819,.1848518,.081818178,.18531224,41,2.4390244,68.292686,14.634147,85.365852,373302,0,3,1,28,.10714286,.15297081,.034340661,.13402171,32,6.25,40.625,12.5,87.5,373302,0,0,2,13,0,.15244661,.13333334,.21928908,28,3.5714285,25,28.571428,71.428574,373301,1,7,1,7,0,.17879358,.125,.30555898,경상북도 청송군
37340,62,1.6129032,75.80645,4.8387098,95.161293,373402,0,2,1,47,.04255319,.19712579,.020814061,.076745719,23,0,82.608696,0,100,373401,0,19,0,19,0,.1848518,0,.18531224,31,3.2258065,58.064518,6.4516129,93.548386,373401,1,18,1,18,0,.15297081,.052631579,.13402171,37,8.1081085,51.351353,16.216217,83.783783,373401,2,18,3,19,.28070176,.15244661,.12105263,.21928908,27,14.814815,29.629629,14.814815,85.185188,373401,2,8,4,8,.5,.17879358,.2,.30555898,경상북도 영양군
37350,44,4.5454545,84.090912,9.090909,90.909088,373501,2,35,2,37,.054054055,.19712579,.051132213,.076745719,48,2.0833333,68.75,6.25,93.75,373501,1,30,1,33,.090909094,.1848518,.029325513,.18531224,49,10.204082,57.142857,30.612246,69.387756,373501,4,22,5,28,.014285714,.15297081,.15149136,.13402171,37,2.7027028,45.945946,16.216217,83.783783,373501,1,15,1,17,.11764706,.15244661,.055147059,.21928908,49,6.1224489,38.775509,34.693878,65.306122,373501,1,16,3,19,.50877196,.17879358,.1126935,.30555898,경상북도 영덕군
37360,62,4.8387098,77.419357,22.580645,77.419357,373601,0,42,3,48,.875,.19712579,.041666668,.076745719,59,13.559322,49.152542,10.169492,89.830505,373601,8,27,8,29,.068965517,.1848518,.21280788,.18531224,56,8.9285717,50,23.214285,76.785713,373601,5,23,5,28,.17857143,.15297081,.14668368,.13402171,38,18.421053,36.842106,28.947369,71.052635,373601,5,10,7,14,0,.15244661,.33333334,.21928908,33,12.121212,24.242424,27.272728,72.727272,373601,4,7,4,8,.125,.17879358,.31818181,.30555898,경상북도 청도군
37370,48,0,83.333336,8.333333,91.666664,373701,0,37,0,40,0,.19712579,0,.076745719,47,2.1276596,74.468086,14.893617,85.106384,373701,1,32,1,35,.085714288,.1848518,.027705628,.18531224,40,5,65,42.5,57.5,373701,1,15,2,26,.07692308,.15297081,.071314104,.13402171,47,6.3829789,53.19149,51.063831,48.936169,373701,2,14,3,25,.10666667,.15244661,.10666667,.21928908,49,6.1224489,40.816326,61.224491,38.775509,373701,0,8,3,20,.40000001,.17879358,.12,.30555898,경상북도 고령군
37380,61,1.6393442,80.327866,0,100,373801,1,49,1,49,0,.19712579,.02,.076745719,57,8.7719297,68.421051,3.5087719,96.491226,373801,4,39,5,39,.2,.1848518,.093023255,.18531224,62,4.8387098,62.903225,17.741936,82.258064,373801,1,36,3,39,.58974361,.15297081,.055717256,.13402171,34,8.8235292,50,29.411764,70.588234,373801,3,13,3,17,.23529412,.15244661,.14338236,.21928908,42,7.1428571,30.952381,42.857143,57.142857,373802,1,4,3,13,.025641026,.17879358,.18741259,.30555898,경상북도 성주군
37390,165,3.6363637,60,58.78788,41.21212,373901,1,47,6,99,.30808082,.19712579,.055965357,.076745719,163,4.2944784,62.576687,58.895706,41.104294,373901,1,49,7,102,.33753502,.1848518,.062449317,.18531224,145,7.5862069,53.103447,62.758621,37.241379,373901,4,30,11,77,.025974026,.15297081,.12496109,.13402171,164,6.0975609,42.07317,70.731705,29.268293,373902,8,39,10,69,.23478261,.15244661,.12338113,.21928908,157,3.821656,37.579617,75.796181,24.203821,373902,5,43,6,59,.10451978,.17879358,.091870226,.30555898,경상북도 칠곡군
37400,71,2.8169014,67.605637,16.901409,83.098595,374001,0,44,2,48,.91666669,.19712579,.027777778,.076745719,67,5.970149,68.656715,20.895523,79.104477,374001,3,39,4,46,.097826086,.1848518,.079580747,.18531224,58,5.1724138,48.275864,36.206898,63.793102,374002,1,3,3,28,.22619048,.15297081,.092923284,.13402171,45,6.6666665,42.222221,33.333332,66.666664,374001,0,17,3,19,.89473683,.15244661,.063157894,.21928908,92,18.47826,23.913044,76.08696,23.913044,374002,16,7,17,22,.62299466,.17879358,.2639575,.30555898,경상북도 예천군
37410,65,0,76.92308,10.769231,89.230766,374101,0,48,0,50,0,.19712579,0,.076745719,40,7.5,72.5,30,70,374101,0,25,3,29,.86206895,.1848518,.059113301,.18531224,65,6.1538463,56.923077,30.76923,69.230766,374101,3,31,4,37,.087837838,.15297081,.097092889,.13402171,42,2.3809524,45.238094,28.571428,71.428574,374101,1,12,1,19,.36842105,.15244661,.048582997,.21928908,42,9.5238094,47.619049,26.190475,73.809525,374101,1,16,4,20,.55000001,.17879358,.13277312,.30555898,경상북도 봉화군
37420,88,5.681818,65.909088,25,75,374201,0,51,5,58,.87931037,.19712579,.050287355,.076745719,81,9.876543,48.148148,22.222221,77.777779,374201,4,33,8,39,.34615386,.1848518,.15301456,.18531224,71,4.2253523,42.253521,33.802818,66.197182,374202,2,4,3,30,.53333336,.15297081,.076543212,.13402171,66,9.090909,42.424244,43.939392,56.060608,374202,3,6,6,28,.2857143,.15244661,.16571428,.21928908,84,15.476191,29.761906,51.190475,48.809525,374202,10,9,13,25,.40923077,.17879358,.29052633,.30555898,경상북도 울진군
37430,37,5.4054055,70.270271,0,100,374301,2,26,2,26,0,.19712579,.071428575,.076745719,15,6.6666665,66.666664,0,100,374301,1,10,1,10,0,.1848518,.090909094,.18531224,26,7.6923075,53.846153,3.8461537,96.153847,374301,2,13,2,14,.071428575,.15297081,.12380952,.13402171,28,14.285714,35.714287,3.5714285,96.428574,374301,4,10,4,10,0,.15244661,.2857143,.21928908,24,20.833334,29.166666,4.1666665,95.833336,374301,4,7,5,7,.2,.17879358,.36363637,.30555898,경상북도 울릉군
38030,685,7.5912409,56.934307,48.029198,51.970802,380301,10,255,52,390,.46153846,.22764629,.10681164,.10052132,622,20.418007,44.051449,53.536976,46.463024,380301,31,168,127,274,.36904418,.18664838,.27936894,.2116248,553,13.743218,39.059673,57.685352,42.314648,380301,12,130,76,216,.44395712,.17988892,.22073726,.19933119,498,20.481928,29.317268,68.273094,31.726908,380302,91,69,102,146,.41955411,.19427036,.33471745,.26382634,345,23.768116,22.608696,71.884056,28.115942,380301,9,42,82,78,.42870545,.17122525,.40412638,.37033093,경상남도 진주시
38050,262,4.1984735,62.213741,40.839695,59.160305,380501,2,110,11,163,.49302843,.22764629,.059250515,.10052132,183,13.114754,61.202187,53.551914,46.448086,380501,7,59,24,112,.23511904,.18664838,.17079468,.2116248,189,6.8783069,51.851852,65.079369,34.920635,380501,4,42,13,98,.12087912,.17988892,.11638796,.19933119,174,9.1954021,47.701149,70.114944,29.885057,380501,4,30,16,83,.11144578,.19427036,.16040997,.26382634,200,14.5,35,76.5,23.5,380501,5,25,29,70,.18472907,.17122525,.28312629,.37033093,경상남도 통영시
38060,173,2.8901734,69.364159,33.526012,66.473991,380601,4,89,5,120,.058333334,.22764629,.039972559,.10052132,174,10.344828,57.471264,46.551723,53.448277,380602,15,36,18,100,.47333333,.18664838,.13453907,.2116248,139,15.107914,43.884892,58.27338,41.72662,380601,4,34,21,61,.36690086,.17988892,.22968468,.19933119,165,14.545455,37.575756,66.060608,33.939392,380601,5,27,24,62,.22715054,.19427036,.26667041,.26382634,166,13.855422,27.710844,79.518074,20.481928,380602,18,35,23,46,.021739131,.17122525,.3331368,.37033093,경상남도 사천시
38070,731,6.2927499,60.054718,52.941177,47.058823,380701,11,251,46,439,.33262354,.22764629,.091218442,.10052132,752,14.095745,46.675533,66.888298,33.111702,380701,10,173,106,351,.39853787,.18664838,.20461115,.2116248,742,13.342319,38.274933,77.628029,22.371967,380701,4,104,99,284,.32579315,.17988892,.23251292,.19933119,747,13.119143,31.325302,82.864792,17.135208,380702,85,176,98,234,.11521018,.19427036,.29033217,.26382634,522,16.666666,24.137932,85.823753,14.176245,380702,79,95,87,126,.15407772,.17122525,.39278698,.37033093,경상남도 김해시
38080,176,3.409091,65.340912,36.93182,63.06818,380801,2,88,6,115,.43188405,.22764629,.047299363,.10052132,180,11.666667,56.666668,35.555557,64.444443,380801,3,84,21,102,.68067229,.18664838,.11663286,.2116248,132,6.060606,53.030304,53.78788,46.21212,380802,5,29,8,70,.21071428,.17988892,.10085943,.19933119,122,9.8360653,39.344261,62.295082,37.704918,380802,8,23,12,48,.1875,.19427036,.19549499,.26382634,125,21.6,25.6,67.199997,32.799999,380802,26,21,27,32,.30671296,.17122525,.39167774,.37033093,경상남도 밀양시
38090,357,2.2408965,66.666664,65.546219,34.453781,380902,6,140,8,238,.16176471,.22764629,.032409348,.10052132,299,11.705686,56.18729,72.575249,27.424749,380902,27,114,35,168,.092857145,.18664838,.17141387,.2116248,350,10,44.285713,71.714287,28.285715,380901,2,66,35,155,.36866361,.17988892,.16783836,.19933119,365,8.2191782,41.09589,77.260277,22.739725,380901,4,47,30,150,.18000001,.19427036,.16297309,.26382634,371,11.590297,33.153637,87.331535,12.668464,380902,38,100,43,123,.070712797,.17122525,.25726321,.37033093,경상남도 거제시
38100,390,6.1538463,54.102566,66.666664,33.333332,381001,1,90,24,211,.38487363,.22764629,.096281514,.10052132,408,9.0686274,52.696079,75.490196,24.509804,381001,5,66,37,215,.17184161,.18664838,.14414153,.2116248,372,7.5268817,48.924732,84.4086,15.591398,381001,6,37,28,182,.010989011,.17988892,.13332191,.19933119,369,8.9430895,37.94038,89.430893,10.569106,381002,28,117,33,140,.012770562,.19427036,.19071604,.26382634,411,16.301702,27.493917,86.131386,13.868613,381002,59,93,67,113,.057588164,.17122525,.37002629,.37033093,경상남도 양산시
38110,1522,10.052563,49.277267,63.600525,36.399475,381101,28,351,153,750,.28499347,.22764629,.1614836,.10052132,1322,16.036308,42.133133,68.456886,31.543116,381101,31,242,212,557,.28824395,.18664838,.25570816,.2116248,1075,12.744186,40.55814,71.162788,28.83721,381102,124,269,137,436,.28813702,.17988892,.22233126,.19933119,955,18.115183,31.413612,73.926704,26.073298,381102,151,183,173,300,.26283237,.19427036,.33750507,.26382634,1001,19.78022,22.477522,75.424576,24.575424,381101,27,86,198,225,.24585858,.17122525,.43210164,.37033093,경상남도 창원시
38113,848,8.6084909,57.665092,45.990566,54.009434,381132,56,157,73,489,.44605988,.22764629,.11748245,.10052132,725,16.551723,46.344826,59.172413,40.827587,381132,101,145,120,336,.41011906,.18664838,.22861153,.2116248,547,14.990859,43.144424,62.705666,37.294334,381131,7,128,82,236,.45700702,.17988892,.21567513,.19933119,477,15.094339,37.526207,68.134171,31.865828,381132,64,90,72,179,.38609558,.19427036,.2499598,.26382634,469,17.910448,22.60128,77.185501,22.814499,381132,71,62,84,106,.26033244,.17122525,.40691352,.37033093,경상남도 창원시 (구 마산시)
38310,53,0,81.132072,0,100,383101,0,43,0,43,0,.22764629,0,.10052132,38,10.526316,65.789474,5.2631578,94.736839,383101,4,25,4,25,0,.18664838,.13793103,.2116248,41,4.8780489,58.536587,12.195122,87.804878,383101,1,23,2,24,.45833334,.17988892,.060763888,.19933119,41,9.7560978,48.780487,17.073172,82.926826,383101,4,16,4,20,.2,.19427036,.16,.26382634,43,18.60465,32.55814,34.88372,65.11628,383101,4,11,8,14,.2857143,.17122525,.33197278,.37033093,경상남도 의령군
38320,91,2.1978023,65.934067,24.175825,75.824173,383202,1,8,2,60,.36666667,.22764629,.031167015,.10052132,82,6.0975609,65.853661,39.024391,60.975609,383201,2,37,5,54,.28518519,.18664838,.082359925,.2116248,74,9.4594593,48.648647,52.702702,47.297298,383201,3,21,7,36,.15476191,.17988892,.16063596,.19933119,80,12.5,50,65,35,383202,9,22,10,40,.34999999,.19427036,.18336163,.26382634,110,10,36.363636,77.272728,22.727272,383202,10,25,11,40,.28409091,.17122525,.20200893,.37033093,경상남도 함안군
38330,103,0,72.815536,20.38835,79.611649,383301,0,65,0,75,0,.22764629,0,.10052132,101,2.9702971,68.316833,12.871287,87.128716,383301,2,60,3,69,.20289855,.18664838,.041093968,.2116248,81,4.9382715,60.493828,37.037037,62.962963,383301,2,37,4,49,.25510204,.17988892,.073708601,.19933119,82,7.3170733,41.463413,40.243904,59.756096,383301,4,25,6,34,.068627454,.19427036,.14954822,.26382634,74,6.7567568,39.18919,48.648647,51.351353,383301,2,16,5,29,.15172414,.17122525,.14535441,.37033093,경상남도 창녕군
38340,79,6.329114,64.556961,15.189874,84.810127,383401,1,47,5,51,.72156864,.22764629,.058415033,.10052132,85,11.764706,62.35294,12.941176,87.058823,383401,7,51,10,53,.26226416,.18664838,.13877684,.2116248,73,5.4794521,63.013699,39.726028,60.273972,383401,1,33,4,46,.46739131,.17988892,.074088871,.19933119,54,5.5555553,46.296295,31.481482,68.518517,383401,2,20,3,25,.13333334,.19427036,.10606061,.26382634,60,10,40,48.333332,51.666668,383402,1,9,6,24,.20833333,.17122525,.19374999,.37033093,경상남도 고성군
38350,63,1.5873016,71.428574,6.3492064,93.650795,383501,0,45,1,45,1,.22764629,0,.10052132,57,1.7543859,70.175438,7.0175438,92.982452,383501,1,38,1,40,.050000001,.18664838,.024358975,.2116248,88,6.818182,47.727272,51.136364,48.863636,383501,2,25,6,42,.26190478,.17988892,.12118921,.19933119,46,13.043478,36.95652,32.608696,67.391304,383502,1,5,6,17,.12745099,.19427036,.25663206,.26382634,51,9.8039217,29.411764,49.019608,50.980392,383501,3,9,5,15,0,.17122525,.25,.37033093,경상남도 남해군
38360,65,1.5384616,78.46154,10.769231,89.230766,383601,1,48,1,51,.05882353,.22764629,.019207682,.10052132,86,8.139535,63.953487,15.116279,84.88372,383601,4,47,7,55,.28311688,.18664838,.1066926,.2116248,56,7.1428571,62.5,14.285714,85.714287,383602,2,4,4,35,.38571429,.17988892,.091774888,.19933119,53,5.6603775,50.943398,26.415094,73.584908,383601,0,23,3,27,.85185188,.19427036,.063492067,.26382634,53,5.6603775,39.622643,30.188679,69.811317,383602,0,6,3,21,.2857143,.17122525,.11904762,.37033093,경상남도 하동군
38370,59,1.6949153,83.05085,0,100,383701,1,49,1,49,0,.22764629,.02,.10052132,52,5.7692308,73.07692,1.9230769,98.07692,383701,2,38,3,38,.33333334,.18664838,.050000001,.2116248,46,6.521739,60.869564,28.26087,71.739128,383702,0,4,3,28,.14285715,.17988892,.095238097,.19933119,42,4.7619047,40.476189,35.714287,64.285713,383701,1,10,2,17,.088235296,.19427036,.10494652,.26382634,40,17.5,45,45,55,383701,3,11,7,18,.18253969,.17122525,.27236652,.37033093,경상남도 산청군
38380,59,5.0847459,67.796608,20.338984,79.661018,383801,0,37,3,40,.92500001,.22764629,.037500001,.10052132,59,6.7796612,69.491524,16.949152,83.05085,383801,1,37,4,41,.652439,.18664838,.065560244,.2116248,77,7.7922077,46.753246,38.96104,61.03896,383801,1,26,6,36,.55555558,.17988892,.11934157,.19933119,55,7.2727275,54.545456,36.363636,63.636364,383801,0,24,4,30,.80000001,.19427036,.079999998,.26382634,58,15.517241,31.034483,48.275864,51.724136,383802,6,6,9,18,.33333334,.17122525,.30000001,.37033093,경상남도 함양군
38390,115,3.4782608,63.47826,27.826086,72.173912,383901,1,62,4,73,.59931505,.22764629,.04577082,.10052132,103,9.7087383,62.135921,24.271845,75.728157,383901,5,50,10,64,.28125,.18664838,.12858851,.2116248,75,9.333333,62.666668,40,60,383901,2,31,7,47,.37386018,.17988892,.12102791,.19933119,82,12.195122,52.439026,37.804878,62.195122,383901,5,32,10,43,.24418604,.19427036,.18050754,.26382634,67,19.402985,32.835819,50.746269,49.253731,383902,7,10,13,22,.083916083,.17122525,.36898395,.37033093,경상남도 거창군
38400,44,2.2727273,72.727272,4.5454545,95.454544,384001,1,31,1,32,.03125,.22764629,.030273438,.10052132,61,9.8360653,63.934425,16.393442,83.60656,384001,5,37,6,39,.11538462,.18664838,.13003664,.2116248,54,3.7037036,62.962963,20.370371,79.629631,384001,1,27,2,34,.29411766,.17988892,.054096639,.19933119,53,11.320755,41.509434,28.301888,71.698112,384001,4,19,6,22,.1969697,.19427036,.20474309,.26382634,62,11.290322,29.032259,38.709679,61.290321,384001,5,12,7,18,.047619049,.17122525,.27941176,.37033093,경상남도 합천군
39010,657,7.762557,52.511417,23.592085,76.407913,390101,32,291,51,345,.21602727,.27199316,.12430295,.090729922,670,18.955223,43.880596,28.35821,71.641792,390101,60,244,127,294,.35749102,.17336415,.26119176,.24801219,711,13.92405,34.739803,37.27145,62.72855,390101,42,190,99,247,.34498835,.15813155,.25464192,.24005878,792,17.80303,26.010101,37.878788,62.121212,390101,66,155,141,206,.28434208,.15147378,.37207153,.34988689,446,17.488789,21.076233,40.582958,59.417042,390102,38,26,78,94,.21058375,.012794613,.43215623,.44889265,제주특별자치도 제주시
39020,313,1.9169329,66.773163,9.9041538,90.095848,390201,5,193,6,209,.090111643,.27199316,.027822554,.090729922,270,9.2592592,55.555557,10.740741,89.259262,390201,19,144,25,150,.2,.17336415,.13190185,.24801219,251,7.1713147,44.621513,24.30279,75.697212,390201,16,87,18,112,.11210317,.15813155,.13720013,.24005878,246,9.7560978,35.365852,26.01626,73.983742,390201,17,72,24,87,.11925288,.15147378,.21293719,.34988689,180,17.777779,22.777779,36.111111,63.888889,390201,20,29,32,41,.082317077,.012794613,.43504232,.44889265,제주특별자치도 서귀포시
